rpc,relation,object_type,deriver,identities,unauthenticated,source_proto_file
/gibson.tenant.v1.TenantAdminService/GetProvider,admin,tenant,tenant_from_identity,USER|SERVICE,false,gibson/tenant/v1/tenant_admin.proto
/gibson.tenant.v1.TenantAdminService/GetProviderHealth,admin,tenant,tenant_from_identity,USER|SERVICE,false,gibson/tenant/v1/tenant_admin.proto
/gibson.tenant.v1.TenantAdminService/GetSupportedProviders,member,tenant,tenant_from_identity,USER|SERVICE,false,gibson/tenant/v1/tenant_admin.proto
/gibson.tenant.v1.TenantAdminService/GetTenantLangfuseCredentials,admin,tenant,tenant_from_identity,USER|SERVICE,false,gibson/tenant/v1/tenant_admin.proto
/gibson.tenant.v1.TenantAdminService/GetTenantQuota,admin,tenant,tenant_from_identity,USER|SERVICE,false,gibson/tenant/v1/tenant_admin.proto
/gibson.tenant.v1.TenantAdminService/ListAgentIdentities,admin,tenant,tenant_from_identity,USER|SERVICE,false,gibson/tenant/v1/tenant_admin.proto
/gibson.tenant.v1.TenantAdminService/ListAuditEvents,admin,tenant,tenant_from_identity,USER|SERVICE,false,gibson/tenant/v1/tenant_admin.proto
/gibson.tenant.v1.TenantAdminService/ListCatalogComponents,member,tenant,tenant_from_identity,USER,false,gibson/tenant/v1/tenant_admin.proto
/gibson.tenant.v1.TenantAdminService/ListMissionDrafts,admin,tenant,tenant_from_identity,USER|SERVICE,false,gibson/tenant/v1/tenant_admin.proto
/gibson.tenant.v1.TenantAdminService/ListProviderModels,admin,tenant,tenant_from_identity,USER|SERVICE,false,gibson/tenant/v1/tenant_admin.proto
/gibson.tenant.v1.TenantAdminService/ListProviders,admin,tenant,tenant_from_identity,USER|SERVICE,false,gibson/tenant/v1/tenant_admin.proto
/gibson.tenant.v1.TenantAdminService/RevokeAgentIdentity,admin,tenant,tenant_from_identity,USER|SERVICE,false,gibson/tenant/v1/tenant_admin.proto
/gibson.tenant.v1.TenantAdminService/SaveMissionDraft,admin,tenant,tenant_from_identity,USER|SERVICE,false,gibson/tenant/v1/tenant_admin.proto
/gibson.tenant.v1.TenantAdminService/SetDefaultProvider,admin,tenant,tenant_from_identity,USER|SERVICE,false,gibson/tenant/v1/tenant_admin.proto
/gibson.tenant.v1.TenantAdminService/SetFallbackChain,admin,tenant,tenant_from_identity,USER|SERVICE,false,gibson/tenant/v1/tenant_admin.proto
/gibson.tenant.v1.TenantAdminService/SetTenantLangfuseCredentials,admin,tenant,tenant_from_identity,USER|SERVICE,false,gibson/tenant/v1/tenant_admin.proto
/gibson.tenant.v1.TenantAdminService/StreamLLM,admin,tenant,tenant_from_identity,USER|SERVICE,false,gibson/tenant/v1/tenant_admin.proto
/gibson.tenant.v1.TenantAdminService/TestProvider,admin,tenant,tenant_from_identity,USER|SERVICE,false,gibson/tenant/v1/tenant_admin.proto
/gibson.tenant.v1.TenantAdminService/UpdateOnboardingState,admin,tenant,tenant_from_identity,USER|SERVICE,false,gibson/tenant/v1/tenant_admin.proto
/gibson.tenant.v1.TenantAdminService/UpdateProvider,admin,tenant,tenant_from_identity,USER|SERVICE,false,gibson/tenant/v1/tenant_admin.proto
/gibson.tool.v1.ToolService/Execute,member,tenant,tenant_from_identity,COMPONENT,false,gibson/tool/v1/tool.proto
/gibson.tool.v1.ToolService/GetDescriptor,member,tenant,tenant_from_identity,COMPONENT,false,gibson/tool/v1/tool.proto
/gibson.tool.v1.ToolService/Health,member,tenant,tenant_from_identity,COMPONENT,false,gibson/tool/v1/tool.proto
/gibson.tool.v1.ToolService/StreamExecute,member,tenant,tenant_from_identity,COMPONENT,false,gibson/tool/v1/tool.proto
/gibson.usage.v1.UsageService/ListUsage,member,tenant,tenant_from_identity,USER|SERVICE,false,gibson/usage/v1/usage.proto
/gibson.user.v1.UserService/GetConversation,member,tenant,tenant_from_identity,USER|SERVICE,false,gibson/user/v1/user.proto
/gibson.user.v1.UserService/GetUserProfile,member,tenant,tenant_from_identity,USER|SERVICE,false,gibson/user/v1/user.proto
/gibson.user.v1.UserService/ListAlerts,member,tenant,tenant_from_identity,USER|SERVICE,false,gibson/user/v1/user.proto
/gibson.user.v1.UserService/ListConversations,member,tenant,tenant_from_identity,USER|SERVICE,false,gibson/user/v1/user.proto
/gibson.user.v1.UserService/MarkAlertRead,member,tenant,tenant_from_identity,USER|SERVICE,false,gibson/user/v1/user.proto
/gibson.user.v1.UserService/MarkAllAlertsRead,member,tenant,tenant_from_identity,USER|SERVICE,false,gibson/user/v1/user.proto
/gibson.user.v1.UserService/UpdateUserProfile,member,tenant,tenant_from_identity,USER|SERVICE,false,gibson/user/v1/user.proto
/intelligence.v1.IntelligenceService/GetAssetRiskScore,member,tenant,tenant_from_identity,USER|SERVICE,false,intelligence/v1/intelligence.proto
/intelligence.v1.IntelligenceService/GetAttackPatterns,member,tenant,tenant_from_identity,USER|SERVICE,false,intelligence/v1/intelligence.proto
/intelligence.v1.IntelligenceService/GetRecurringVulnerabilities,member,tenant,tenant_from_identity,USER|SERVICE,false,intelligence/v1/intelligence.proto
/intelligence.v1.IntelligenceService/GetRemediationMetrics,member,tenant,tenant_from_identity,USER|SERVICE,false,intelligence/v1/intelligence.proto
/intelligence.v1.IntelligenceService/GetSimilarTargets,member,tenant,tenant_from_identity,USER|SERVICE,false,intelligence/v1/intelligence.proto
